sample	Subset
O94850.410...417	G1
O94851.520...533	G1
O94874.60...65	G1
O94888.151...155	G1
O94892.379...383	G1
O94901.20...42	G1
O94916.211...228	G1
O94983.174...181	G1
O95125.535...552	G1
O95155.140...147	G1
O95218.137...164	G1
O95239.395...405	G1
O95251.4...19	G1
O95260.14...36	G1
O95260.107...121	G1
O95365.536...552	G1
O95376.334...349	G1
O95625.118...135	G1
O95628.5...12	G1
O95639.94...113	G1
O95696.801...818	G1
O95817.50...66	G1
O95983.84...96	G1
O96019.50...62	G1
O96028.724...727	G1
O96028.1232...1241	G1
P02545.24...38	G1
P02686.10...35	G1
P04406.59...64	G1
P04406.184...192	G1
P05230.50...73	G1
P05423.131...153	G1
P05549.1...20	G1
P06241.1...23	G1
P06401.594...609	G1
P06454.3...20	G1
P06746.202...206	G1
P07948.1...24	G1
P07992.209...217	G1
P08048.483...497	G1
P08151.48...66	G1
P08621.53...90	G1
P08621.303...330	G1
P09086.18...38	G1
P09086.64...72	G1
P09234.1...21	G1
P09651.1...11	G1
P09651.23...36	G1
P09884.275...279	G1
P0C1S8.22...39	G1
P0C7M4.101...116	G1
P0CG47.50...66	G1
P0CG48.50...66	G1
P0CG48.419...443	G1
P0CG48.501...518	G1
P0CG48.571...594	G1
P0CG48.654...657	G1
P0CJ79.59...66	G1
P0DMR1.91...120	G1
P10242.95...102	G1
P10243.1...18	G1
P10243.48...58	G1
P11388.147...163	G1
P11388.1290...1299	G1
P12525.158...174	G1
P13682.18...41	G1
P14859.4...29	G1
P15336.30...41	G1
P15336.346...356	G1
P15621.508...537	G1
P15621.639...640	G1
P16989.178...207	G1
P17014.292...299	G1
P17017.22...35	G1
P17020.523...525	G1
P17021.223...226	G1
P17021.359...391	G1
P17021.409...435	G1
P17021.616...618	G1
P17026.114...146	G1
P17029.404...418	G1
P17031.197...213	G1
P17031.382...383	G1
P17035.519...533	G1
P17036.255...272	G1
P17038.58...71	G1
P17041.62...71	G1
P17096.86...107	G1
P17097.12...31	G1
P17097.189...205	G1
P17097.274...283	G1
P17097.664...671	G1
P17252.585...595	G1
P17861.84...110	G1
P18858.136...161	G1
P18887.176...186	G1
P19338.7...42	G1
P19447.2...31	G1
P21127.14...32	G1
P22314.222...226	G1
P22415.1...19	G1
P23025.71...91	G1
P24278.60...66	G1
P24522.4...20	G1
P24928.147...166	G1
P25205.663...683	G1
P25205.707...730	G1
P25788.235...254	G1
P26358.669...709	G1
P27707.56...78	G1
P28066.145...153	G1
P28715.1076...1090	G1
P29375.220...229	G1
P30291.268...300	G1
P31260.341...355	G1
P31274.198...201	G1
P31751.18...22	G1
P31949.66...72	G1
P35232.177...182	G1
P35240.78...85	G1
P35269.54...69	G1
P35269.185...206	G1
P35269.249...260	G1
P35269.332...353	G1
P35548.60...66	G1
P35711.107...116	G1
P35712.3...35	G1
P35712.296...299	G1
P38919.10...37	G1
P39687.233...246	G1
P40692.465...490	G1
P41162.10...24	G1
P42166.64...80	G1
P42167.64...80	G1
P42694.3...22	G1
P43034.74...83	G1
P43243.596...616	G1
P43243.718...722	G1
P43364.16...43	G1
P43699.21...35	G1
P45973.1...25	G1
P45973.86...101	G1
P45973.106...125	G1
P45983.1...20	G1
P46087.98...128	G1
P48595.70...99	G1
P49336.3...18	G1
P49336.45...59	G1
P49756.700...723	G1
P49842.19...37	G1
P49903.3...16	G1
P49959.60...67	G1
P50221.152...167	G1
P50479.93...116	G1
P50750.4...18	G1
P51508.423...426	G1
P51522.5...11	G1
P51816.26...43	G1
P51825.29...31	G1
P51946.297...317	G1
P51955.27...50	G1
P52701.244...266	G1
P52740.342...356	G1
P52740.538...542	G1
P52741.18...39	G1
P52742.300...307	G1
P52744.25...32	G1
P52744.253...258	G1
P53667.11...42	G1
P54253.22...32	G1
P54278.580...592	G1
P55060.51...56	G1
P55081.150...179	G1
P55209.13...46	G1
P55347.9...34	G1
P55735.5...39	G1
P55735.90...98	G1
P55895.346...355	G1
P56645.743...747	G1
P57071.60...65	G1
P57071.966...984	G1
P57071.1167...1183	G1
P58215.114...138	G1
P58340.139...152	G1
P59817.1...34	G1
P59923.25...35	G1
P59998.107...113	G1
P60484.6...30	G1
P61244.144...158	G1
P61326.58...74	G1
P61571.56...74	G1
P61956.6...15	G1
P62333.92...96	G1
P62508.10...35	G1
P62714.2...29	G1
P62979.50...67	G1
P62987.50...66	G1
P63272.19...43	G1
P67775.2...29	G1
P67809.247...268	G1
P78426.302...331	G1
P78563.3...19	G1
P83916.4...29	G1
P83916.86...97	G1
P83916.169...185	G1
Q00169.19...40	G1
Q01201.403...426	G1
Q01664.118...138	G1
Q01831.21...45	G1
Q02386.74...89	G1
Q02386.646...675	G1
Q02880.168...184	G1
Q02962.196...209	G1
Q03111.65...68	G1
Q03923.451...470	G1
Q04724.226...240	G1
Q04726.24...48	G1
Q05481.247...249	G1
Q05481.381...385	G1
Q05481.409...416	G1
Q06330.78...97	G1
Q06455.253...264	G1
Q06546.2...19	G1
Q08117.22...46	G1
Q08881.105...110	G1
Q08945.599...604	G1
Q08945.674...701	G1
Q08AG5.25...35	G1
Q08AN1.241...249	G1
Q0D2I5.252...261	G1
Q12857.276...287	G1
Q12872.14...35	G1
Q12874.474...491	G1
Q12901.75...84	G1
Q12906.347...358	G1
Q12906.475...485	G1
Q13029.189...194	G1
Q13029.1174...1177	G1
Q13029.1461...1470	G1
Q13107.3...18	G1
Q13112.47...53	G1
Q13112.541...555	G1
Q13129.54...89	G1
Q13148.83...92	G1
Q13227.21...43	G1
Q13351.302...314	G1
Q13360.309...321	G1
Q13416.51...72	G1
Q13428.254...278	G1
Q13435.7...13	G1
Q13435.156...170	G1
Q13562.6...41	G1
Q13573.12...25	G1
Q13642.82...85	G1
Q13642.308...310	G1
Q13769.315...333	G1
Q13823.91...98	G1
Q14011.21...34	G1
Q14094.313...338	G1
Q14119.181...183	G1
Q14190.11...27	G1
Q14202.1216...1219	G1
Q14202.1267...1288	G1
Q14241.110...136	G1
Q14241.225...238	G1
Q14344.22...37	G1
Q14562.33...42	G1
Q14678.12...35	G1
Q14692.828...849	G1
Q14839.124...146	G1
Q14839.299...317	G1
Q14966.1941...1945	G1
Q14978.70...100	G1
Q14978.122...146	G1
Q14CS0.1...23	G1
Q15020.635...659	G1
Q15022.197...200	G1
Q15024.89...97	G1
Q15054.305...334	G1
Q15170.1...18	G1
Q15208.318...333	G1
Q15306.1...24	G1
Q15349.25...38	G1
Q15349.437...453	G1
Q15361.227...251	G1
Q15424.84...109	G1
Q15424.773...783	G1
Q15431.90...98	G1
Q15475.123...133	G1
Q15532.21...51	G1
Q15554.372...388	G1
Q15633.27...32	G1
Q15649.59...75	G1
Q15695.206...225	G1
Q15723.5...33	G1
Q15742.378...387	G1
Q15744.1...25	G1
Q15773.119...127	G1
Q15788.24...45	G1
Q15788.78...95	G1
Q15796.20...39	G1
Q15797.368...375	G1
Q15906.105...135	G1
Q15928.433...435	G1
Q15935.463...472	G1
Q16342.156...163	G1
Q16385.32...34	G1
Q16526.183...197	G1
Q16526.566...583	G1
Q16531.853...858	G1
Q16560.62...64	G1
Q16587.246...264	G1
Q16670.442...460	G1
Q2M1K9.266...284	G1
Q2M1K9.400...411	G1
Q2M1K9.665...701	G1
Q2M218.61...65	G1
Q2QGD7.392...397	G1
Q2VY69.553...577	G1
Q32M78.200...204	G1
Q32M78.591...597	G1
Q3B8N5.23...39	G1
Q3KP22.34...43	G1
Q3KRA9.31...33	G1
Q3MJ62.19...25	G1
Q3SXZ3.309...318	G1
Q3SYB3.148...152	G1
Q3ZCT1.1...42	G1
Q3ZCX4.21...44	G1
Q3ZCX4.246...258	G1
Q494X3.356...359	G1
Q49A33.172...186	G1
Q4FZB7.59...79	G1
Q4LE39.834...839	G1
Q4LE39.856...877	G1
Q4V348.20...34	G1
Q4V348.229...255	G1
Q52LJ0.60...70	G1
Q52M93.725...729	G1
Q53F19.190...221	G1
Q53GS9.81...89	G1
Q53T94.5...15	G1
Q56P03.210...217	G1
Q56P03.240...245	G1
Q5FWF6.20...34	G1
Q5FWF6.290...296	G1
Q5FWF6.362...372	G1
Q5H9F3.21...42	G1
Q5H9F3.1309...1349	G1
Q5H9L2.1...23	G1
Q5HYJ3.221...234	G1
Q5JNZ3.605...628	G1
Q5JTV8.83...101	G1
Q5JVG2.603...615	G1
Q5M9Q1.242...262	G1
Q5MCW4.191...195	G1
Q5MIZ7.8...26	G1
Q5PSV4.8...40	G1
Q5PSV4.52...75	G1
Q5SSJ5.30...39	G1
Q5SSJ5.64...67	G1
Q5SVZ6.25...44	G1
Q5SXM1.293...304	G1
Q5SZQ8.102...110	G1
Q5T0F9.201...206	G1
Q5T1V6.113...128	G1
Q5T200.1374...1385	G1
Q5T200.1396...1422	G1
Q5T5D7.163...168	G1
Q5TYW1.410...417	G1
Q5VV16.148...152	G1
Q5VZF2.28...39	G1
Q63HK3.798...816	G1
Q63HK5.383...400	G1
Q64ET8.3...31	G1
Q66K89.47...68	G1
Q68DI1.483...497	G1
Q68G74.23...43	G1
Q69YH5.785...799	G1
Q6DD87.334...369	G1
Q6ECI4.570...572	G1
Q6GPH4.36...76	G1
Q6GQQ9.236...252	G1
Q6GQQ9.267...294	G1
Q6IQ16.93...98	G1
Q6IQ32.88...103	G1
Q6IV72.251...253	G1
Q6IV72.327...339	G1
Q6IV72.699...704	G1
Q6N043.743...750	G1
Q6NSI3.8...22	G1
Q6NTE8.194...213	G1
Q6NTE8.300...304	G1
Q6NUN9.541...546	G1
Q6NXG1.42...71	G1
Q6NZY4.431...444	G1
Q6P1L6.545...557	G1
Q6P1X5.66...69	G1
Q6P280.310...313	G1
Q6P3V2.602...606	G1
Q6P4R8.60...69	G1
Q6P6C2.47...74	G1
Q6P9F0.23...26	G1
Q6PD62.945...974	G1
Q6PD62.1017...1027	G1
Q6PG37.193...206	G1
Q6PG37.257...259	G1
Q6PIF2.5...39	G1
Q6PIV2.35...47	G1
Q6PJT7.39...49	G1
Q6PK81.214...228	G1
Q6PUV4.21...40	G1
Q6QHK4.128...137	G1
Q6QHK4.166...170	G1
Q6RFH5.55...74	G1
Q6UWZ7.362...383	G1
Q6UX04.459...465	G1
Q6UXN9.31...75	G1
Q6V9R5.24...39	G1
Q6VB84.148...152	G1
Q6VMQ6.556...582	G1
Q6W2J9.26...39	G1
Q6W2J9.1162...1186	G1
Q6X4W1.296...307	G1
Q6ZMS7.7...19	G1
Q6ZMT4.616...632	G1
Q6ZN06.277...286	G1
Q6ZN28.97...99	G1
Q6ZN30.38...67	G1
Q6ZN57.18...39	G1
Q6ZNA1.223...225	G1
Q6ZNA1.585...596	G1
Q6ZNA4.62...74	G1
Q6ZNG1.221...228	G1
Q6ZNH5.20...25	G1
Q6ZR52.188...209	G1
Q6ZS27.159...161	G1
Q6ZSB9.163...173	G1
Q6ZW49.236...259	G1
Q70EL2.70...100	G1
Q70SY1.316...324	G1
Q70Z53.2...38	G1
Q70Z53.279...301	G1
Q76FK4.5...28	G1
Q76FK4.192...214	G1
Q76FK4.1008...1020	G1
Q76FK4.1039...1060	G1
Q7KZ85.83...102	G1
Q7KZ85.121...144	G1
Q7KZ85.826...835	G1
Q7L190.18...41	G1
Q7L2R6.498...513	G1
Q7LBC6.299...323	G1
Q7LG56.7...33	G1
Q7RTV0.77...94	G1
Q7RTZ2.171...173	G1
Q7Z2W4.153...155	G1
Q7Z398.309...323	G1
Q7Z3B4.199...220	G1
Q7Z3I7.302...310	G1
Q7Z3V5.443...456	G1
Q7Z3Z4.166...182	G1
Q7Z5D8.54...104	G1
Q7Z5J4.21...32	G1
Q7Z5L9.318...325	G1
Q7Z5Q5.163...184	G1
Q7Z6E9.164...167	G1
Q7Z6E9.1410...1426	G1
Q7Z6R9.282...285	G1
Q7Z7L9.389...396	G1
Q86U86.759...773	G1
Q86UB2.3...22	G1
Q86UE3.326...332	G1
Q86UE3.584...586	G1
Q86UU0.118...133	G1
Q86UW9.474...484	G1
Q86UY6.91...100	G1
Q86UZ6.63...69	G1
Q86V15.50...68	G1
Q86VK4.50...71	G1
Q86VK4.275...285	G1
Q86WZ6.3...14	G1
Q86X51.5...19	G1
Q86X95.28...45	G1
Q86XF7.17...27	G1
Q86YH2.1...18	G1
Q8IUR7.71...85	G1
Q8IVI9.18...35	G1
Q8IVI9.198...212	G1
Q8IW36.161...163	G1
Q8IW36.379...390	G1
Q8IWS0.338...357	G1
Q8IWZ8.474...489	G1
Q8IX15.27...32	G1
Q8IXH7.381...388	G1
Q8IXT1.976...983	G1
Q8IY37.144...172	G1
Q8IY37.1013...1019	G1
Q8IY92.21...42	G1
Q8IYB3.219...228	G1
Q8IYB3.457...468	G1
Q8IYH5.131...146	G1
Q8IYN2.1...23	G1
Q8IYW5.405...421	G1
Q8IZ26.274...298	G1
Q8IZ40.21...44	G1
Q8IZD2.556...585	G1
Q8IZU0.11...43	G1
Q8N0Y2.282...287	G1
Q8N143.351...354	G1
Q8N2I9.62...82	G1
Q8N365.86...105	G1
Q8N3U4.7...34	G1
Q8N3Z6.288...290	G1
Q8N5C7.174...192	G1
Q8N7H5.263...289	G1
Q8N7Q3.506...516	G1
Q8N7R0.1...19	G1
Q8N859.228...232	G1
Q8N8A6.88...107	G1
Q8N8J6.48...53	G1
Q8N8U2.27...66	G1
Q8N988.342...349	G1
Q8NA31.24...29	G1
Q8NA31.140...147	G1
Q8NA31.211...216	G1
Q8NB42.305...321	G1
Q8NB50.29...34	G1
Q8NB50.196...210	G1
Q8NB50.341...374	G1
Q8NB50.508...523	G1
Q8NB78.116...126	G1
Q8NBT2.114...123	G1
Q8NC51.49...52	G1
Q8ND82.190...194	G1
Q8NDL9.21...37	G1
Q8NDQ6.179...197	G1
Q8NE71.80...114	G1
Q8NEK5.363...378	G1
Q8NEK5.454...457	G1
Q8NEK5.481...486	G1
Q8NEM1.329...332	G1
Q8NEM1.381...386	G1
Q8NFQ8.49...70	G1
Q8NFQ8.107...116	G1
Q8NFW5.146...166	G1
Q8NFZ0.117...135	G1
Q8NFZ0.162...183	G1
Q8NHZ8.4...38	G1
Q8NI51.23...36	G1
Q8TAF7.437...450	G1
Q8TAQ2.274...288	G1
Q8TAQ5.670...683	G1
Q8TAQ9.14...36	G1
Q8TAW3.337...351	G1
Q8TAW3.510...516	G1
Q8TB69.462...467	G1
Q8TBC5.369...394	G1
Q8TBZ0.4...13	G1
Q8TBZ6.21...38	G1
Q8TBZ8.477...485	G1
Q8TD17.349...355	G1
Q8TDI0.61...83	G1
Q8TDI0.275...306	G1
Q8TE49.244...266	G1
Q8TEA8.190...200	G1
Q8TEK3.113...130	G1
Q8TF20.157...163	G1
Q8TF20.540...560	G1
Q8TF39.414...423	G1
Q8TF39.719...736	G1
Q8TF45.338...376	G1
Q8TF47.255...272	G1
Q8TF47.284...289	G1
Q8TF47.455...493	G1
Q8TF47.550...559	G1
Q8WTR7.285...309	G1
Q8WTR7.708...710	G1
Q8WUB8.26...60	G1
Q8WVL7.41...66	G1
Q8WW38.3...30	G1
Q8WXA9.463...474	G1
Q8WXI3.4...24	G1
Q8WXT5.148...152	G1
Q8WY36.216...236	G1
Q8WY36.689...699	G1
Q8WYN3.1...28	G1
Q8WYQ5.260...272	G1
Q92481.23...40	G1
Q92541.37...93	G1
Q92541.306...332	G1
Q92547.4...10	G1
Q92547.28...40	G1
Q92600.27...35	G1
Q92620.58...71	G1
Q92688.229...251	G1
Q92754.7...22	G1
Q92766.1572...1589	G1
Q92769.450...455	G1
Q92784.219...242	G1
Q92785.202...215	G1
Q92785.231...251	G1
Q92830.127...130	G1
Q92890.35...45	G1
Q92905.14...38	G1
Q92922.353...374	G1
Q92945.98...121	G1
Q92993.181...209	G1
Q969G2.242...259	G1
Q969J2.375...409	G1
Q969Q6.17...36	G1
Q96AC1.80...83	G1
Q96AE4.59...71	G1
Q96AJ1.397...411	G1
Q96BK5.303...307	G1
Q96BP3.6...29	G1
Q96BR6.252...257	G1
Q96BS2.4...23	G1
Q96BS2.122...142	G1
Q96C57.141...157	G1
Q96CW6.288...302	G1
Q96CX3.185...211	G1
Q96DU7.65...75	G1
Q96EA4.17...43	G1
Q96EI5.1...20	G1
Q96EP5.23...36	G1
Q96ES7.179...201	G1
Q96FC9.152...168	G1
Q96G28.44...55	G1
Q96GD3.61...65	G1
Q96GE5.220...225	G1
Q96GE5.527...541	G1
Q96GE5.594...596	G1
Q96GX5.9...23	G1
Q96I25.183...194	G1
Q96I27.1...24	G1
Q96I27.97...111	G1
Q96IK5.57...102	G1
Q96IR2.90...96	G1
Q96IR2.250...253	G1
Q96IT1.20...38	G1
Q96IT1.442...465	G1
Q96IZ0.179...204	G1
Q96IZ7.208...223	G1
Q96J02.107...115	G1
Q96JF6.18...40	G1
Q96JL9.386...403	G1
Q96JM3.97...107	G1
Q96JM3.621...623	G1
Q96JM3.647...658	G1
Q96JM7.151...172	G1
Q96K75.256...278	G1
Q96KN3.313...325	G1
Q96LA8.1...22	G1
Q96LA8.38...64	G1
Q96LI6.6...14	G1
Q96LT9.123...131	G1
Q96LW4.34...37	G1
Q96M34.25...35	G1
Q96MR9.346...361	G1
Q96MR9.429...430	G1
Q96MU6.452...466	G1
Q96N22.279...292	G1
Q96N38.31...34	G1
Q96N95.26...41	G1
Q96NG8.288...292	G1
Q96NJ6.422...454	G1
Q96P70.44...49	G1
Q96PE6.454...456	G1
Q96PM5.66...107	G1
Q96PQ6.334...343	G1
Q96PQ6.396...399	G1
Q96PU4.5...19	G1
Q96QC0.6...11	G1
Q96QF7.516...520	G1
Q96RN5.665...681	G1
Q96RQ1.55...70	G1
Q96RY5.298...313	G1
Q96SD1.380...386	G1
Q96SK3.479...489	G1
Q96SW2.258...275	G1
Q96T23.1164...1183	G1
Q96T23.1266...1294	G1
Q96T23.1299...1323	G1
Q96TC7.295...306	G1
Q96TC7.313...319	G1
Q99417.37...44	G1
Q99457.409...414	G1
Q99459.52...70	G1
Q99496.187...214	G1
Q99547.19...35	G1
Q99590.10...22	G1
Q99590.46...52	G1
Q99592.123...135	G1
Q99687.288...304	G1
Q99708.60...65	G1
Q99729.49...65	G1
Q99742.458...481	G1
Q99750.108...114	G1
Q9BPX3.343...362	G1
Q9BQ65.51...67	G1
Q9BQ67.1...24	G1
Q9BQG0.635...645	G1
Q9BQI6.364...368	G1
Q9BQI9.18...39	G1
Q9BQK8.534...547	G1
Q9BRA0.82...88	G1
Q9BRJ9.25...37	G1
Q9BRR0.342...378	G1
Q9BRT6.61...80	G1
Q9BRT9.110...119	G1
Q9BRU2.57...82	G1
Q9BRX5.86...90	G1
Q9BRX9.18...20	G1
Q9BSH3.88...102	G1
Q9BSU3.40...51	G1
Q9BSV6.117...140	G1
Q9BT49.59...69	G1
Q9BTC8.61...73	G1
Q9BTC8.412...432	G1
Q9BTE3.156...185	G1
Q9BTL3.22...34	G1
Q9BTL4.122...157	G1
Q9BTP6.1...20	G1
Q9BTT0.251...266	G1
Q9BTV4.21...28	G1
Q9BU64.22...42	G1
Q9BUB5.71...73	G1
Q9BVP2.72...107	G1
Q9BW66.60...71	G1
Q9BW71.85...101	G1
Q9BW85.60...66	G1
Q9BWM5.323...346	G1
Q9BWM5.358...364	G1
Q9BWT1.189...228	G1
Q9BWU0.448...468	G1
Q9BWV3.52...73	G1
Q9BWV3.201...212	G1
Q9BWW4.77...86	G1
Q9BXJ9.624...649	G1
Q9BXS6.49...70	G1
Q9BXY0.278...294	G1
Q9BY31.114...123	G1
Q9BY41.30...33	G1
Q9BY66.215...229	G1
Q9BZK7.254...261	G1
Q9BZZ5.10...26	G1
Q9C0C9.268...271	G1
Q9C0D4.575...591	G1
Q9C0F3.394...405	G1
Q9C0H5.912...919	G1
Q9GZR1.35...68	G1
Q9GZU8.164...186	G1
Q9GZV8.551...571	G1
Q9H089.128...131	G1
Q9H0A0.996...1005	G1
Q9H0E9.68...96	G1
Q9H0G5.116...118	G1
Q9H0M5.95...96	G1
Q9H0M5.368...371	G1
Q9H147.197...209	G1
Q9H165.77...79	G1
Q9H1D9.167...186	G1
Q9H1E3.1...37	G1
Q9H1E3.49...77	G1
Q9H2F5.46...71	G1
Q9H2F5.148...152	G1
Q9H2G9.18...38	G1
Q9H2P0.28...37	G1
Q9H2P0.731...748	G1
Q9H334.6...20	G1
Q9H3H9.1...22	G1
Q9H3R0.371...395	G1
Q9H444.202...218	G1
Q9H4L7.200...222	G1
Q9H4S2.138...165	G1
Q9H582.474...490	G1
Q9H5J0.477...483	G1
Q9H6Z4.31...42	G1
Q9H707.352...365	G1
Q9H773.7...24	G1
Q9H777.47...49	G1
Q9H7R0.535...549	G1
Q9H7Z3.58...68	G1
Q9H869.27...36	G1
Q9H898.4...35	G1
Q9H8G1.345...360	G1
Q9H8M7.101...131	G1
Q9H910.17...21	G1
Q9H981.1...20	G1
Q9H9A5.4...19	G1
Q9H9L4.118...133	G1
Q9HAK2.169...177	G1
Q9HAW0.4...41	G1
Q9HAW4.52...72	G1
Q9HB19.13...29	G1
Q9HB96.188...238	G1
Q9HC78.1...23	G1
Q9HCE3.41...55	G1
Q9HCE5.54...76	G1
Q9HCL3.395...427	G1
Q9HCL3.477...484	G1
Q9HCX3.312...317	G1
Q9HCX3.564...571	G1
Q9HCZ1.327...330	G1
Q9NP62.344...354	G1
Q9NP64.93...97	G1
Q9NPG3.26...36	G1
Q9NPI6.39...50	G1
Q9NPJ1.13...15	G1
Q9NQ87.3...13	G1
Q9NQB0.27...39	G1
Q9NQE9.56...68	G1
Q9NQG5.63...83	G1
Q9NQV6.434...439	G1
Q9NQV7.5...17	G1
Q9NQV7.75...99	G1
Q9NQV7.547...553	G1
Q9NQX1.487...488	G1
Q9NQX6.184...196	G1
Q9NQX6.302...306	G1
Q9NQZ2.389...402	G1
Q9NR30.121...147	G1
Q9NRG0.105...126	G1
Q9NRM2.228...233	G1
Q9NSD4.130...141	G1
Q9NSJ1.328...347	G1
Q9NSN8.7...26	G1
Q9NTI5.1252...1262	G1
Q9NTI5.1358...1376	G1
Q9NTW7.261...265	G1
Q9NTW7.601...616	G1
Q9NUW8.12...32	G1
Q9NUX5.33...35	G1
Q9NVD3.17...35	G1
Q9NVR2.374...385	G1
Q9NVU0.260...262	G1
Q9NW08.64...66	G1
Q9NWB6.117...135	G1
Q9NX45.162...185	G1
Q9NXT0.59...69	G1
Q9NXT0.348...360	G1
Q9NXV2.79...92	G1
Q9NYB0.6...11	G1
Q9NYF8.765...784	G1
Q9NYF8.895...918	G1
Q9NYL2.12...32	G1
Q9NYW8.230...242	G1
Q9NZC7.51...73	G1
Q9NZI6.60...70	G1
Q9NZL3.74...91	G1
Q9P0K8.147...172	G1
Q9P0M6.164...176	G1
Q9P0R6.2...34	G1
Q9P255.480...494	G1
Q9P267.6...13	G1
Q9P275.4...23	G1
Q9P2F9.470...483	G1
Q9UBB9.239...243	G1
Q9UBC3.673...689	G1
Q9UBD0.11...38	G1
Q9UBK2.395...414	G1
Q9UBL6.307...326	G1
Q9UBP5.1...23	G1
Q9UBS8.25...36	G1
Q9UBT6.171...173	G1
Q9UBU7.61...67	G1
Q9UBW7.1274...1298	G1
Q9UD57.157...162	G1
Q9UEW8.373...386	G1
Q9UFB7.544...545	G1
Q9UGL1.271...292	G1
Q9UGU0.17...47	G1
Q9UHB7.12...28	G1
Q9UHQ1.8...33	G1
Q9UHQ7.1...25	G1
Q9UHV8.86...106	G1
Q9UII5.331...342	G1
Q9UII5.419...422	G1
Q9UII5.439...459	G1
Q9UJ78.437...449	G1
Q9UJA5.68...101	G1
Q9UJA5.481...496	G1
Q9UJQ4.2...29	G1
Q9UJQ4.58...77	G1
Q9UJQ4.388...395	G1
Q9UJV9.1...23	G1
Q9UJV9.51...74	G1
Q9UJW9.1...22	G1
Q9UK10.68...82	G1
Q9UK12.373...377	G1
Q9UK13.507...509	G1
Q9UK45.52...67	G1
Q9UK61.20...39	G1
Q9UK80.426...445	G1
Q9UKL0.249...269	G1
Q9UKT9.26...45	G1
Q9UKY1.846...867	G1
Q9UL40.20...40	G1
Q9UL58.384...388	G1
Q9UL68.986...990	G1
Q9UL68.1044...1061	G1
Q9ULD4.978...988	G1
Q9ULD4.992...1009	G1
Q9ULR3.81...98	G1
Q9ULW3.17...51	G1
Q9ULW6.3...20	G1
Q9ULZ2.150...161	G1
Q9UMS6.499...510	G1
Q9UMW8.20...38	G1
Q9UN42.7...44	G1
Q9UN81.6...47	G1
Q9UNS2.19...32	G1
Q9UNS2.82...98	G1
Q9UNY4.95...103	G1
Q9UNY5.16...41	G1
Q9UNZ2.58...91	G1
Q9UPN9.1117...1119	G1
Q9UPV0.262...268	G1
Q9UQ07.10...44	G1
Q9UQ13.8...12	G1
Q9UQ84.47...55	G1
Q9UQ88.14...32	G1
Q9UQR0.286...290	G1
Q9Y222.35...59	G1
Q9Y232.74...104	G1
Q9Y261.6...33	G1
Q9Y266.96...112	G1
Q9Y2G7.291...310	G1
Q9Y2K7.21...36	G1
Q9Y2K7.574...578	G1
Q9Y2L8.675...699	G1
Q9Y2L8.701...743	G1
Q9Y2P0.301...311	G1
Q9Y2R4.33...43	G1
Q9Y2U9.288...295	G1
Q9Y2X0.21...23	G1
Q9Y2Y4.397...404	G1
Q9Y3L3.86...90	G1
Q9Y3T9.655...659	G1
Q9Y458.62...67	G1
Q9Y462.509...514	G1
Q9Y4C1.263...273	G1
Q9Y4E5.22...41	G1
Q9Y4E8.212...226	G1
Q9Y4K0.104...119	G1
