sample	Subset
P11802.244...252	G1
P12525.197...214	G1
P12755.11...39	G1
P12931.225...239	G1
P12980.213...233	G1
P13984.176...190	G1
P14373.196...200	G1
P14866.38...75	G1
P15531.69...86	G1
P16455.116...128	G1
P17021.193...206	G1
P17024.190...196	G1
P17027.629...640	G1
P17041.125...130	G1
P17612.94...111	G1
P18146.328...337	G1
P19474.58...75	G1
P20290.19...41	G1
P21506.533...556	G1
P22087.19...70	G1
P22736.360...382	G1
P23497.27...39	G1
P23760.8...20	G1
P23771.234...253	G1
P23771.407...422	G1
P24941.118...122	G1
P25440.330...343	G1
P25490.68...90	G1
P25685.28...34	G1
P25786.1...21	G1
P26196.1...42	G1
P26358.651...662	G1
P26367.370...386	G1
P26368.94...112	G1
P28324.1...26	G1
P28698.457...472	G1
P28702.30...58	G1
P29558.1...36	G1
P31273.49...73	G1
P31274.70...86	G1
P31275.18...43	G1
P31277.27...57	G1
P32242.293...311	G1
P35240.113...128	G1
P35520.62...66	G1
P35680.416...436	G1
P37275.279...286	G1
P38159.158...181	G1
P39748.66...76	G1
P40426.28...35	G1
P41222.1...24	G1
P41225.30...40	G1
P41227.4...22	G1
P41743.207...220	G1
P42568.104...129	G1
P43354.91...108	G1
P43490.297...303	G1
P43694.231...255	G1
P45381.199...204	G1
P46783.26...33	G1
P48023.16...45	G1
P48378.264...271	G1
P48380.249...257	G1
P48382.232...242	G1
P49336.403...415	G1
P49639.56...84	G1
P49639.143...164	G1
P49715.14...42	G1
P49720.20...37	G1
P49721.12...29	G1
P49756.4...33	G1
P49790.1...21	G1
P49842.60...75	G1
P50148.199...210	G1
P50222.63...90	G1
P50402.43...66	G1
P50548.74...90	G1
P50607.104...123	G1
P51692.1...27	G1
P51843.149...161	G1
P51843.325...342	G1
P51843.411...423	G1
P51946.150...170	G1
P52298.17...25	G1
P52746.1057...1066	G1
P52746.1473...1488	G1
P52746.1609...1617	G1
P52824.136...172	G1
P52948.501...522	G1
P53567.17...41	G1
P54259.1144...1170	G1
P54277.118...135	G1
P54646.118...138	G1
P55197.204...224	G1
P55201.5...13	G1
P55201.159...169	G1
P55316.34...68	G1
P55786.20...43	G1
P56177.2...39	G1
P56178.26...37	G1
P56178.229...251	G1
P56179.54...71	G1
P56270.348...363	G1
P56524.97...111	G1
P57059.142...151	G1
P57071.31...41	G1
P57071.1036...1044	G1
P57081.275...297	G1
P57740.150...167	G1
P59817.338...354	G1
P59923.917...924	G1
P61296.1...24	G1
P62140.309...321	G1
P62191.220...235	G1
P62487.1...22	G1
P62699.1...23	G1
P62826.85...102	G1
P63244.58...65	G1
P68104.4...19	G1
P78560.104...124	G1
P81877.297...308	G1
P84550.323...343	G1
P84550.386...414	G1
P84550.436...478	G1
P85037.401...419	G1
P85037.513...527	G1
P98168.19...38	G1
P98169.19...37	G1
Q00056.54...76	G1
Q00056.304...317	G1
Q00653.509...527	G1
Q01085.91...104	G1
Q01101.193...216	G1
Q01844.571...597	G1
Q01851.98...114	G1
Q02156.475...484	G1
Q02930.169...183	G1
Q03052.86...104	G1
Q03052.416...447	G1
Q03112.453...465	G1
Q04726.93...117	G1
Q04727.102...123	G1
Q04727.514...526	G1
Q04741.26...54	G1
Q04743.88...102	G1
Q05215.507...514	G1
Q05397.877...886	G1
Q05516.500...518	G1
Q05516.538...545	G1
Q05639.4...19	G1
Q05952.8...25	G1
Q06587.198...211	G1
Q06730.781...791	G1
Q07021.19...33	G1
Q07352.53...69	G1
Q07687.18...43	G1
Q07687.310...317	G1
Q08AN1.227...233	G1
Q09019.310...319	G1
Q09FC8.190...196	G1
Q0VD86.60...68	G1
Q0VGE8.136...148	G1
Q10571.95...99	G1
Q12788.160...178	G1
Q12837.172...185	G1
Q12905.56...64	G1
Q12906.655...671	G1
Q12948.50...67	G1
Q12951.259...273	G1
Q12996.588...597	G1
Q13029.374...389	G1
Q13045.55...67	G1
Q13105.4...21	G1
Q13117.161...179	G1
Q13131.18...34	G1
Q13151.181...203	G1
Q13155.17...42	G1
Q13263.714...723	G1
Q13342.708...721	G1
Q13362.7...32	G1
Q13363.3...19	G1
Q13398.147...168	G1
Q13595.217...236	G1
Q13627.25...65	G1
Q13838.106...123	G1
Q14005.502...521	G1
Q14103.260...275	G1
Q14118.434...465	G1
Q14119.10...37	G1
Q14188.234...246	G1
Q14190.141...150	G1
Q14590.222...227	G1
Q14657.58...74	G1
Q14728.4...21	G1
Q14774.116...138	G1
Q14934.787...814	G1
Q14997.51...66	G1
Q14CB8.230...248	G1
Q15007.91...111	G1
Q15021.56...73	G1
Q15025.533...541	G1
Q15046.110...117	G1
Q15054.158...167	G1
Q15233.13...40	G1
Q15415.28...33	G1
Q15428.213...226	G1
Q15434.17...45	G1
Q15459.114...131	G1
Q15475.261...272	G1
Q15477.94...112	G1
Q15542.636...654	G1
Q15562.251...263	G1
Q15654.7...22	G1
Q15672.64...100	G1
Q15714.24...39	G1
Q15797.154...165	G1
Q16342.54...74	G1
Q16526.404...426	G1
Q16526.538...547	G1
Q16587.509...524	G1
Q16676.294...309	G1
Q17RS7.3...23	G1
Q2M1K9.311...320	G1
Q2M1K9.1233...1255	G1
Q2M1K9.1267...1283	G1
Q2MKA7.237...256	G1
Q2NL82.88...101	G1
Q2TAY7.168...182	G1
Q2VWA4.18...34	G1
Q2VWA4.406...423	G1
Q2VWA4.665...684	G1
Q32P44.307...332	G1
Q3C1V8.67...75	G1
Q3KNV8.53...74	G1
Q3KP22.7...22	G1
Q3SY52.254...270	G1
Q495C1.1...22	G1
Q499Z4.416...429	G1
Q49AN0.424...449	G1
Q4FZB7.19...34	G1
Q4V348.125...138	G1
Q502X0.9...45	G1
Q52LJ0.342...396	G1
Q52LJ0.408...433	G1
Q52M93.754...766	G1
Q53EQ6.7...36	G1
Q53GT1.17...21	G1
Q5EBL2.257...275	G1
Q5FWF5.691...711	G1
Q5H9K5.185...196	G1
Q5HYJ3.170...191	G1
Q5JNZ3.642...658	G1
Q5SZQ8.136...152	G1
Q5T0B9.6...37	G1
Q5T0B9.264...280	G1
Q5T6S3.115...136	G1
Q5TB30.607...615	G1
Q5TC79.392...404	G1
Q5TEC3.199...210	G1
Q5VV67.6...17	G1
Q5VWG9.91...103	G1
Q5VWP2.18...42	G1
Q5VY09.210...233	G1
Q5VYK3.263...285	G1
Q5VYV0.140...169	G1
Q5VZF2.296...317	G1
Q66K41.35...66	G1
Q68CP9.135...150	G1
Q68DI1.128...130	G1
Q6BEB4.56...96	G1
Q6N043.363...376	G1
Q6N043.699...716	G1
Q6P2E9.381...395	G1
Q6PID8.1...36	G1
Q6PIY7.5...44	G1
Q6PJG6.162...181	G1
Q6PJQ5.54...73	G1
Q6PRD7.1...17	G1
Q6STE5.58...77	G1
Q6U7Q0.26...40	G1
Q6UWZ7.280...300	G1
Q6VUC0.279...296	G1
Q6ZMT4.889...898	G1
Q6ZMW2.196...206	G1
Q6ZMY9.332...352	G1
Q6ZN08.64...73	G1
Q6ZN28.154...164	G1
Q6ZN30.153...166	G1
Q6ZN32.141...182	G1
Q6ZN55.140...151	G1
Q6ZN57.55...77	G1
Q6ZNA1.729...750	G1
Q6ZNA4.514...525	G1
Q6ZNH5.366...376	G1
Q6ZSB9.12...24	G1
Q6ZSG1.46...73	G1
Q6ZSG1.103...120	G1
Q6ZSZ6.418...441	G1
Q6ZW49.279...300	G1
Q6ZW49.374...388	G1
Q6ZW49.451...471	G1
Q6ZW49.500...518	G1
Q71SY5.456...472	G1
Q75N03.227...247	G1
Q76FK4.91...97	G1
Q7L590.790...794	G1
Q7L7V1.101...115	G1
Q7RTU3.21...38	G1
Q7RTZ2.120...133	G1
Q7Z2Z1.4...19	G1
Q7Z3B4.382...386	G1
Q7Z3K3.630...640	G1
Q7Z417.6...34	G1
Q7Z417.50...55	G1
Q7Z4V0.524...535	G1
Q7Z5L9.82...105	G1
Q7Z6K1.25...33	G1
Q7Z6K1.138...153	G1
Q7Z6R9.64...78	G1
Q7Z7E8.22...43	G1
Q7Z7F0.4...37	G1
Q7Z7L9.452...467	G1
Q86SJ2.3...22	G1
Q86T24.22...32	G1
Q86T24.53...75	G1
Q86T24.558...578	G1
Q86TP1.284...323	G1
Q86UD0.217...228	G1
Q86UQ8.88...104	G1
Q86US8.460...475	G1
Q86VN1.86...99	G1
Q86W56.1...25	G1
Q86WP2.3...21	G1
Q86WQ0.1...22	G1
Q86WV5.41...71	G1
Q86WZ6.256...272	G1
Q86XF7.117...129	G1
Q86XF7.193...201	G1
Q86XK2.7...34	G1
Q86Y97.11...48	G1
Q86YD1.315...330	G1
Q86YH2.343...362	G1
Q86Z02.306...313	G1
Q8IU81.514...525	G1
Q8IUM7.206...228	G1
Q8IUQ4.30...78	G1
Q8IVH2.107...150	G1
Q8IVH2.173...195	G1
Q8IVI9.236...258	G1
Q8IW41.104...121	G1
Q8IXK0.77...106	G1
Q8IY37.415...427	G1
Q8IYB3.603...630	G1
Q8IZD2.1294...1307	G1
Q8IZL2.20...36	G1
Q8IZL2.129...152	G1
Q8IZP0.81...96	G1
Q8IZQ8.289...312	G1
Q8N163.159...174	G1
Q8N163.272...279	G1
Q8N1G1.554...587	G1
Q8N1N5.86...111	G1
Q8N2R0.12...44	G1
Q8N393.285...290	G1
Q8N393.696...705	G1
Q8N3J2.19...32	G1
Q8N3X6.2...20	G1
Q8N5P1.151...164	G1
Q8N7G0.12...57	G1
Q8N823.137...149	G1
Q8N859.289...297	G1
Q8N884.19...38	G1
Q8N895.321...331	G1
Q8N8E2.226...243	G1
Q8N8J6.86...97	G1
Q8N9Z0.360...363	G1
Q8NAF0.428...447	G1
Q8NAP8.61...67	G1
Q8NAP8.406...421	G1
Q8NC56.170...183	G1
Q8NCU7.118...137	G1
Q8NDF8.295...300	G1
Q8NDL9.250...263	G1
Q8NDL9.337...351	G1
Q8NDT2.639...659	G1
Q8NDX5.58...97	G1
Q8NE35.162...165	G1
Q8NEA6.22...44	G1
Q8NEJ9.65...83	G1
Q8NFG4.400...427	G1
Q8NFH3.209...234	G1
Q8NFW5.12...39	G1
Q8NFZ0.233...245	G1
Q8NG50.50...69	G1
Q8NHV9.161...166	G1
Q8NHW3.205...206	G1
Q8NI27.1412...1422	G1
Q8TA94.435...448	G1
Q8TAF7.154...183	G1
Q8TAP9.25...43	G1
Q8TAT5.273...287	G1
Q8TAU0.19...31	G1
Q8TAW3.246...266	G1
Q8TAX0.9...41	G1
Q8TBE0.106...131	G1
Q8TBJ5.284...293	G1
Q8TCN5.787...799	G1
Q8TD17.419...426	G1
Q8TDC3.7...32	G1
Q8TDC3.251...266	G1
Q8TE77.95...110	G1
Q8TE77.229...235	G1
Q8TEK3.24...37	G1
Q8TEK3.460...480	G1
Q8TF45.82...106	G1
Q8TF50.304...319	G1
Q8TF50.364...384	G1
Q8WUM0.65...75	G1
Q8WV24.297...311	G1
Q8WV44.212...218	G1
Q8WVE7.5...35	G1
Q8WWM7.186...203	G1
Q8WXE1.1...42	G1
Q8WY54.382...401	G1
Q8WYQ5.25...37	G1
Q92539.282...286	G1
Q92560.83...100	G1
Q92564.2...18	G1
Q92570.91...115	G1
Q92610.750...764	G1
Q92610.836...850	G1
Q92618.270...275	G1
Q92624.82...98	G1
Q92747.1...22	G1
Q92748.103...122	G1
Q92754.34...72	G1
Q92766.1250...1280	G1
Q92769.16...40	G1
Q92771.384...407	G1
Q92782.274...296	G1
Q92784.61...64	G1
Q92784.288...294	G1
Q92784.339...352	G1
Q92785.299...311	G1
Q92800.88...103	G1
Q92858.1...33	G1
Q92890.1...18	G1
Q92908.332...339	G1
Q92945.59...73	G1
Q92949.213...230	G1
Q93052.12...36	G1
Q93052.321...336	G1
Q969H0.261...272	G1
Q969S3.2...26	G1
Q969V6.262...288	G1
Q969X6.347...363	G1
Q96A47.258...274	G1
Q96AP4.201...216	G1
Q96BA8.338...353	G1
Q96BR9.5...17	G1
Q96CJ1.118...135	G1
Q96DB2.4...20	G1
Q96DE0.1...23	G1
Q96DN6.114...136	G1
Q96EK7.4...22	G1
Q96FX7.77...108	G1
Q96GD3.317...338	G1
Q96GM5.91...111	G1
Q96H86.342...352	G1
Q96HA7.89...99	G1
Q96HR8.421...437	G1
Q96I24.49...73	G1
Q96IQ9.130...140	G1
Q96JB3.539...549	G1
Q96JH7.575...580	G1
Q96JK9.87...102	G1
Q96JM3.747...756	G1
Q96K58.538...550	G1
Q96K83.643...659	G1
Q96K83.1004...1016	G1
Q96L96.11...50	G1
Q96LD4.34...67	G1
Q96M94.211...231	G1
Q96ME7.289...296	G1
Q96MU6.598...609	G1
Q96MX3.167...177	G1
Q96NI8.514...536	G1
Q96PN7.1...34	G1
Q96QC0.84...108	G1
Q96QS3.416...425	G1
Q96QU8.403...415	G1
Q96RK1.4...29	G1
Q96RN5.343...362	G1
Q96S55.16...41	G1
Q96SL8.483...488	G1
Q96ST3.95...108	G1
Q96SZ4.386...410	G1
Q96SZ4.504...515	G1
Q96T25.571...600	G1
Q96T60.248...264	G1
Q96T92.553...563	G1
Q99592.372...393	G1
Q99626.1...24	G1
Q99626.114...138	G1
Q99717.156...163	G1
Q99720.1...15	G1
Q99755.464...479	G1
Q99814.229...236	G1
Q99856.2...23	G1
Q99959.154...177	G1
Q99967.1...25	G1
Q99967.27...42	G1
Q9BQ70.219...228	G1
Q9BQ95.1...17	G1
Q9BQA1.149...169	G1
Q9BR84.263...268	G1
Q9BRJ7.53...71	G1
Q9BS34.150...166	G1
Q9BSF8.104...123	G1
Q9BT23.1...22	G1
Q9BT23.69...83	G1
Q9BT43.1...29	G1
Q9BUH6.145...170	G1
Q9BUJ2.623...663	G1
Q9BUJ2.682...703	G1
Q9BUR4.246...255	G1
Q9BUR4.285...304	G1
Q9BUZ4.205...217	G1
Q9BV20.15...36	G1
Q9BV38.178...193	G1
Q9BVN2.18...43	G1
Q9BVN2.392...415	G1
Q9BWF2.28...54	G1
Q9BWK5.25...45	G1
Q9BWN1.70...88	G1
Q9BWW4.321...332	G1
Q9BX46.102...114	G1
Q9BX63.581...597	G1
Q9BX66.93...97	G1
Q9BXK1.150...158	G1
Q9BXP5.122...138	G1
Q9BYN7.508...529	G1
Q9BZ95.1317...1320	G1
Q9BZE2.355...371	G1
Q9BZK7.100...112	G1
Q9BZM3.127...140	G1
Q9BZR9.93...103	G1
Q9BZS1.23...35	G1
Q9BZS1.98...121	G1
Q9BZV1.346...361	G1
Q9C0B1.381...398	G1
Q9C0C9.57...65	G1
Q9C0D4.9...36	G1
Q9C0J8.21...46	G1
Q9C0J9.271...295	G1
Q9GZQ3.4...26	G1
Q9GZU2.1234...1245	G1
Q9GZV5.97...114	G1
Q9H0E3.501...518	G1
Q9H0E7.11...26	G1
Q9H160.1...22	G1
Q9H165.556...567	G1
Q9H190.195...205	G1
Q9H1Z4.1...23	G1
Q9H2G4.3...31	G1
Q9H2G4.361...379	G1
Q9H2P0.91...99	G1
Q9H2S9.183...192	G1
Q9H2S9.532...543	G1
Q9H2U1.6...43	G1
Q9H4B4.121...130	G1
Q9H4I2.398...420	G1
Q9H4L5.154...165	G1
Q9H4Q3.152...172	G1
Q9H4Q3.351...369	G1
Q9H4W6.290...319	G1
Q9H582.428...450	G1
Q9H5F2.54...75	G1
Q9H5P4.661...668	G1
Q9H5U6.120...143	G1
Q9H6B1.1...25	G1
Q9H6I2.125...130	G1
Q9H6I2.318...333	G1
Q9H6K1.151...170	G1
Q9H6K1.198...204	G1
Q9H6R0.40...60	G1
Q9H6T0.51...75	G1
Q9H6U6.703...708	G1
Q9H707.285...291	G1
Q9H777.64...94	G1
Q9H7S9.13...37	G1
Q9H7X3.24...41	G1
Q9H7Z6.222...235	G1
Q9H814.85...96	G1
Q9H869.164...184	G1
Q9H8G1.95...105	G1
Q9H8H2.98...101	G1
Q9H8X2.236...252	G1
Q9H981.53...65	G1
Q9H9D4.614...641	G1
Q9H9F9.67...91	G1
Q9H9L4.289...301	G1
Q9HA38.1...22	G1
Q9HAH1.280...289	G1
Q9HAP2.299...306	G1
Q9HAZ2.731...754	G1
Q9HB21.80...97	G1
Q9HB58.52...69	G1
Q9HB58.554...558	G1
Q9HB75.51...72	G1
Q9HC44.4...26	G1
Q9HC44.255...259	G1
Q9HCS7.153...162	G1
Q9HCU5.10...40	G1
Q9HCU5.268...285	G1
Q9NPA3.1...19	G1
Q9NPC7.3...13	G1
Q9NPJ1.58...82	G1
Q9NQ03.10...42	G1
Q9NQ03.192...210	G1
Q9NQE9.141...155	G1
Q9NQG5.20...38	G1
Q9NQL9.10...27	G1
Q9NQX0.19...43	G1
Q9NR90.161...179	G1
Q9NRE2.378...401	G1
Q9NRF2.596...608	G1
Q9NRR5.52...72	G1
Q9NSC2.1144...1155	G1
Q9NTW7.39...50	G1
Q9NU63.171...179	G1
Q9NUA8.1083...1112	G1
Q9NUL5.168...190	G1
Q9NUL7.57...67	G1
Q9NUU6.10...36	G1
Q9NUX5.266...278	G1
Q9NV31.121...136	G1
Q9NV88.3...41	G1
Q9NVH2.209...232	G1
Q9NW07.238...251	G1
Q9NW64.380...402	G1
Q9NWZ8.29...43	G1
Q9NXE4.536...554	G1
Q9NXR7.362...378	G1
Q9NXV6.63...80	G1
Q9NY12.2...39	G1
Q9NY12.177...209	G1
Q9NYD6.18...36	G1
Q9NZI6.345...367	G1
Q9NZN8.135...143	G1
Q9P031.38...46	G1
Q9P1Z0.517...537	G1
Q9P2R6.195...207	G1
Q9P2Y4.84...100	G1
Q9UBB5.111...134	G1
Q9UBC0.125...135	G1
Q9UBC2.204...231	G1
Q9UBD0.101...114	G1
Q9UBD0.386...402	G1
Q9UBE8.17...47	G1
Q9UBE8.124...133	G1
Q9UBG7.58...65	G1
Q9UBT2.116...138	G1
Q9UBY9.52...68	G1
Q9UC06.70...86	G1
Q9UDY2.290...295	G1
Q9UEG4.676...696	G1
Q9UFB7.401...423	G1
Q9UGK8.123...141	G1
Q9UGP4.48...70	G1
Q9UH73.312...323	G1
Q9UHB7.836...850	G1
Q9UHB9.5...35	G1
Q9UHD9.81...99	G1
Q9UHP3.4...19	G1
Q9UHX1.85...105	G1
Q9UIV1.185...197	G1
Q9UJC5.54...66	G1
Q9UJU3.543...548	G1
Q9UJV8.150...168	G1
Q9UJW8.357...369	G1
Q9UK10.267...276	G1
Q9UKA2.25...42	G1
Q9UKI8.16...40	G1
Q9UKI9.56...77	G1
Q9UKL0.10...34	G1
Q9UKT9.140...151	G1
Q9UKV8.681...683	G1
Q9UKZ1.40...70	G1
Q9UL03.1...23	G1
Q9UL17.164...174	G1
Q9UL49.54...69	G1
Q9ULH7.329...341	G1
Q9ULJ3.787...809	G1
Q9ULM6.292...303	G1
Q9ULZ0.8...34	G1
Q9UM63.172...181	G1
Q9UMS4.86...102	G1
Q9UMS4.294...305	G1
Q9UNN4.68...84	G1
Q9UPP1.498...519	G1
Q9UPQ4.55...67	G1
Q9UPS6.4...16	G1
Q9UQL6.84...110	G1
Q9Y261.388...397	G1
Q9Y266.59...69	G1
Q9Y283.190...195	G1
Q9Y294.64...84	G1
Q9Y2D8.20...53	G1
Q9Y2D9.552...569	G1
Q9Y2P7.248...261	G1
Q9Y2V0.28...44	G1
Q9Y2W1.832...856	G1
Q9Y2X9.16...42	G1
Q9Y2Y4.40...74	G1
Q9Y3A5.1...20	G1
Q9Y3C7.99...126	G1
Q9Y3D0.117...128	G1
Q9Y3F4.5...21	G1
Q9Y467.964...972	G1
Q9Y468.720...724	G1
Q9Y473.66...78	G1
Q9Y483.131...142	G1
Q9Y4X0.11...42	G1
Q9Y4X5.272...288	G1
Q9Y5Q3.131...143	G1
Q9Y6I4.246...258	G1
Q9Y6Q3.259...263	G1
Q9Y6X0.490...510	G1
Q9Y6X0.1021...1030	G1
Q9Y6X0.1086...1096	G1
A0A1B0GTH6.207...211	G2
A0A1W2PPF3.56...73	G2
A0A2R8Y619.18...45	G2
A0AVK6.615...628	G2
A1Z1Q3.7...37	G2
A2RRD8.337...365	G2
A6NDX5.552...592	G2
A6NFQ7.50...78	G2
A6NHJ4.312...349	G2
A6NHT5.217...242	G2
A6NJ46.178...204	G2
A6NJG6.118...144	G2
A6NJT0.145...171	G2
A6NJT0.205...213	G2
A6NN14.825...843	G2
A7MD48.110...138	G2
A8MT65.322...340	G2
A8MTY0.329...347	G2
A8MUV8.271...293	G2
A8MUV8.300...319	G2
A8MWD9.3...13	G2
A8MXY4.824...837	G2
B2RXH2.102...107	G2
B4DXR9.564...578	G2
C9JSJ3.68...103	G2
O00479.1...20	G2
O00541.1...25	G2
O00541.563...586	G2
O00567.481...497	G2
O00712.36...50	G2
O14503.201...206	G2
O14627.213...235	G2
O14646.141...157	G2
O14646.1337...1341	G2
O14709.520...540	G2
O14776.623...639	G2
O14776.724...736	G2
O15213.9...38	G2
O15318.116...140	G2
O15347.24...36	G2
O15347.83...111	G2
O15381.221...243	G2
O15446.247...269	G2
O15446.320...345	G2
O15516.41...75	G2
O15541.54...76	G2
O43148.98...120	G2
O43159.131...139	G2
O43167.154...168	G2
O43167.261...306	G2
O43248.232...247	G2
O43257.67...86	G2
O43313.215...243	G2
O43345.654...682	G2
O43365.227...254	G2
O43395.555...568	G2
O43463.388...411	G2
O43566.210...221	G2
O43670.6...32	G2
O43680.52...75	G2
O43683.55...67	G2
O43709.125...143	G2
O60216.314...328	G2
O60244.612...630	G2
O60306.100...114	G2
O60318.519...522	G2
O60381.432...453	G2
O60422.429...442	G2
O60479.169...191	G2
O60504.379...392	G2
O60506.414...419	G2
O60508.222...227	G2
O60519.11...39	G2
O60610.17...60	G2
O60675.1...24	G2
O60814.17...44	G2
O60832.472...492	G2
O60885.672...692	G2
O75175.145...165	G2
O75182.280...292	G2
O75190.22...44	G2
O75190.303...320	G2
O75346.449...472	G2
O75367.129...158	G2
O75386.233...258	G2
O75398.292...320	G2
O75400.870...893	G2
O75437.376...398	G2
O75446.92...109	G2
O75475.68...75	G2
O75475.179...208	G2
O75496.100...122	G2
O75554.31...37	G2
O75554.111...137	G2
O75564.3...30	G2
O75586.161...167	G2
O75604.459...491	G2
O75683.31...61	G2
O75912.341...357	G2
O75920.18...37	G2
O75943.363...385	G2
O76021.333...367	G2
O76021.395...422	G2
O76021.425...450	G2
O94811.125...130	G2
O94842.206...232	G2
O94900.239...253	G2
O94921.32...34	G2
O94941.488...498	G2
O94953.374...397	G2
O94953.854...869	G2
O94983.80...106	G2
O94992.152...172	G2
O95096.116...141	G2
O95096.166...193	G2
O95239.653...671	G2
O95260.207...232	G2
O95319.496...502	G2
O95365.404...428	G2
O95416.58...77	G2
O95453.522...539	G2
O95453.604...627	G2
O95478.144...155	G2
O95600.268...292	G2
O95619.36...43	G2
O95625.166...185	G2
O95625.773...795	G2
O95628.91...100	G2
O96020.17...45	G2
O96028.160...193	G2
P04198.349...368	G2
P04637.319...324	G2
P06899.17...44	G2
P07305.11...38	G2
P07305.131...153	G2
P07305.166...176	G2
P08048.391...412	G2
P08048.428...454	G2
P08048.709...733	G2
P08579.11...25	G2
P08651.32...51	G2
P08651.279...285	G2
P09012.108...135	G2
P09016.189...217	G2
P09067.230...258	G2
P09629.185...207	G2
P09874.224...233	G2
P09884.24...35	G2
P0C7X5.318...322	G2
P0CJ79.280...282	G2
P0CJ79.355...401	G2
P0CJ79.474...502	G2
P0DP91.174...193	G2
P0DP91.256...274	G2
P0DP91.294...338	G2
P0DP91.412...419	G2
P0DPK2.4...41	G2
P0DPK5.4...42	G2
P10243.123...141	G2
P10275.613...634	G2
P10412.17...44	G2
P10412.136...163	G2
P10412.165...182	G2
P11161.393...421	G2
P11171.65...74	G2
P11387.127...153	G2
P11387.187...210	G2
P11388.1434...1480	G2
P13378.245...258	G2
P13631.144...177	G2
P13682.167...180	G2
P14316.120...134	G2
P14635.58...70	G2
P14651.224...251	G2
P15884.167...182	G2
P15923.168...180	G2
P16220.285...296	G2
P16401.16...44	G2
P16401.141...187	G2
P16402.19...46	G2
P16402.138...162	G2
P16402.168...184	G2
P16403.18...43	G2
P16403.137...183	G2
P16455.6...18	G2
P17010.431...456	G2
P17010.713...738	G2
P17019.476...492	G2
P17030.155...182	G2
P17035.482...508	G2
P17035.552...591	G2
P17039.591...620	G2
P17480.107...131	G2
P17482.187...197	G2
P17482.225...249	G2
P17483.200...227	G2
P17544.352...366	G2
